ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,TotalIncome,DebtToIncomeRatio,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,IncomeBand_Lower-Middle,IncomeBand_Upper-Middle,IncomeBand_High,FamilySizeGroup_Medium Family,FamilySizeGroup_Small Family,FamilySizeGroup_Unknown,Loan_Status
-0.4266762140641029,0.216068224319325,-0.2826369157609681,0.2732312961117544,0.41173269183271005,-0.3056845073181221,0.04662040221151323,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
-0.19289757089118253,-0.19879368760917582,-0.4254282484081714,0.2732312961117544,0.41173269183271005,-0.2725237043261387,-0.3539533089233493,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1
-0.6489870891766838,-0.5544873301529852,-1.317874077453192,0.2732312961117544,0.41173269183271005,-0.8650793615286826,0.06173256721813768,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
-0.2708783937014909,0.15792599428812537,-0.3064354712021687,0.2732312961117544,0.41173269183271005,-0.18466307209971547,-0.39279460186811255,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
-0.2027270863714735,0.5977548638182589,0.6574060241664537,0.2732312961117544,0.41173269183271005,0.07907378160288123,0.35707241828382913,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.36638851911831827,-0.5544873301529852,-0.8538022463497813,0.2732312961117544,0.41173269183271005,-0.5977784962895644,-0.04957366366271864,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.11655500066092261,-0.5544873301529852,-0.4730253592905725,0.2732312961117544,0.41173269183271005,-0.3614690357158511,-0.14471419716183656,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.3118347082027033,0.015648537270601597,-0.3778311375257703,0.2732312961117544,0.41173269183271005,-0.28786444963551416,-0.2096576738085346,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1.162592613840943,0.4715520233387727,2.0734200729178864,0.2732312961117544,0.41173269183271005,1.313306472402636,-0.3838794767152927,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.512520649258644,0.152453784402836,-0.21124124943736647,0.2732312961117544,0.41173269183271005,-0.4157039938803099,0.045424488556864866,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
-0.5857505395868119,-0.09960988343830587,-0.5444210256141742,0.2732312961117544,-2.428760260810931,-0.5991731094995075,0.9702076283742462,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.28447589011589347,-0.055490191238160284,-0.020852805907762065,0.2732312961117544,0.41173269183271005,-0.2942176875919222,0.5311263696663153,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
-0.2027270863714735,1.9114272494055395,0.45511830291624894,0.2732312961117544,0.41173269183271005,0.6742637082019846,-0.9332034376338485,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
-0.2712060442175006,0.015990550388432185,-0.4254282484081714,0.2732312961117544,0.41173269183271005,-0.24928015082708493,-0.4250372852033848,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
-0.2954521824022184,-0.5544873301529852,-0.7824065800261797,0.2732312961117544,0.41173269183271005,-0.5306821051889625,-0.19010536588183416,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.5903376468109477,-0.13962541822448443,-1.1750827448059888,0.2732312961117544,0.41173269183271005,-0.6216418778819263,-1.0038946573433523,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-0.4920424920080379,-0.5544873301529852,-0.841902968629181,0.2732312961117544,0.41173269183271005,-0.7166305331813926,0.9191413197131063,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-0.23958776942256466,0.24445531309926363,-0.13984558311376483,0.2732312961117544,0.41173269183271005,-0.11586215374251632,-0.29754872813159083,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
-0.11606352488690806,-0.5544873301529852,-0.5920181364965753,0.2732312961117544,0.41173269183271005,-0.36100416464587004,-0.4081926965468507,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1
-0.3265789814231398,-0.5544873301529852,-0.6872123582613775,0.2732312961117544,0.41173269183271005,-0.5601239396210973,0.2502903405578443,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0.04022577124971845,-0.5544873301529852,-1.2107805779677896,0.2732312961117544,0.41173269183271005,-0.21317516439188808,-1.9635225106771113,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
0.06840371562655258,-0.5544873301529852,-0.020852805907762065,0.2732312961117544,0.41173269183271005,-0.18652255637963977,0.11901141428845263,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
-0.45190530379684973,0.6220377951842305,-0.3064354712021687,0.2732312961117544,-2.428760260810931,-0.14561390222130513,-0.49747768556126143,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-0.22992207920027855,0.22359251291159787,-0.020852805907762065,0.2732312961117544,0.41173269183271005,-0.11617206778917037,-0.10090330327070543,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
-0.5693680137863268,0.00778223556049812,-0.5444210256141742,0.2732312961117544,0.41173269183271005,-0.5350209018421191,0.5192621415569495,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
-0.3796583650167111,-0.5544873301529852,-0.3064354712021687,0.2732312961117544,0.41173269183271005,-0.6103300151790534,1.8572922754495922,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-0.19224226985916312,-0.5544873301529852,-0.4016296929669709,0.2732312961117544,0.41173269183271005,-0.4330591804929367,0.332747408997614,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-0.1290057202692912,-0.5544873301529852,-0.13984558311376483,0.2732312961117544,0.41173269183271005,-0.37324576948870497,0.6463030134975799,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
0.9987673558360934,-0.5544873301529852,1.6688446304174769,0.2732312961117544,-2.428760260810931,0.6934783790945357,0.13517473242239464,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
-0.4415843125425442,-0.1553580216446914,-0.580118858775975,0.2732312961117544,0.41173269183271005,-0.4880689237740306,0.15516486796687382,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
-0.5359476611533376,-0.010344459684522937,-0.5920181364965753,0.2732312961117544,0.41173269183271005,-0.5116223913197384,0.24773526474288426,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-0.3337872927753532,0.19794152907430393,-0.12794630539316454,0.2732312961117544,0.41173269183271005,-0.22603659732803116,0.05958934672728173,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.4384849734595078,0.21504218496583322,0.40752119203384785,0.2732312961117544,0.41173269183271005,0.5121786618019164,-0.779544962903615,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
-0.3352617200973968,0.4233281737246601,-0.020852805907762065,0.2732312961117544,0.41173269183271005,-0.12531453216546487,-0.07414016441779517,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
-0.4756599662075529,0.743794465131919,-0.3064354712021687,0.2732312961117544,0.41173269183271005,-0.11291797029930285,-0.5786832293528796,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
-0.38899640472298747,-0.5544873301529852,-0.5563203033347744,0.2732312961117544,0.41173269183271005,-0.6191625655086939,1.0953441289265142,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
-0.4578030130850243,0.6251159132447058,0.2290320262248437,-2.5228356340985316,-2.428760260810931,-0.1497977418511348,0.4260269831374549,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
-0.07510721038569566,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,-2.428760260810931,-0.32226490881411374,0.045424488556864866,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.2027270863714735,-0.5544873301529852,-0.3540325820845698,0.2732312961117544,-2.428760260810931,-0.4429764299858663,0.5007006500668004,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.052840316116091864,1.0170629462785572,1.3356648542406693,0.2732312961117544,0.41173269183271005,0.5107840485919731,0.15090368428041975,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
-0.3609822856041582,0.21641023743715557,-0.23503980487856702,-2.5228356340985316,-2.428760260810931,-0.24339178394065797,-0.0819685983600118,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
0.8758984123324562,-0.5544873301529852,1.9782258511530841,0.2732312961117544,0.41173269183271005,0.5772606115992669,0.6455403662071484,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
0.2779362206147552,-0.5544873301529852,-0.2469390825991673,-4.386880254238722,0.41173269183271005,0.01166747645562532,-0.7573474412889977,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1
-0.18077450179882365,-0.5544873301529852,-0.11604702767256427,0.2732312961117544,-2.428760260810931,-0.4222121888600449,0.9655749019008014,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-0.3596716835401194,0.4941248891155914,0.31232697026904566,0.2732312961117544,0.41173269183271005,-0.1163270248124974,0.4478998389271439,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
-0.5780507524605839,0.08678726577936348,-0.580118858775975,0.2732312961117544,0.41173269183271005,-0.5074385516899087,0.25768898842603116,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1
-0.3118347082027033,-0.5544873301529852,-0.7705073023055794,-0.6587910139583409,0.41173269183271005,-0.546177807521665,-0.07698658299918526,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-0.10623400940661709,-0.5544873301529852,-0.6039174142171756,0.2732312961117544,-2.428760260810931,-0.3517067432462485,-0.4657347291551218,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
-0.02251930256613895,0.052243940878474296,0.49081613607804975,0.2732312961117544,0.41173269183271005,0.002370055056003815,0.34318630988496424,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
-0.2708783937014909,-0.5544873301529852,-0.3897304152463706,2.1372759162519452,0.41173269183271005,-0.5074385516899087,0.7819360373718244,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.2708783937014909,1.0700749795422981,0.35992408115144675,0.2732312961117544,0.41173269183271005,0.22860730911346044,-0.37641865533560853,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
-0.7213978532148273,0.4790763119310456,-0.4254282484081714,0.2732312961117544,0.41173269183271005,-0.4652902413449579,0.43989481725375384,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
-0.36638851911831827,0.8135651411693586,0.40752119203384785,-0.6587910139583409,-2.428760260810931,0.022049597018536,0.16534503225838715,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
-0.3391935262895132,0.18631308306806402,-0.18744269399616592,0.2732312961117544,0.41173269183271005,-0.23641871789094185,-0.015821107588684626,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1
-0.25515116893302536,-0.5544873301529852,-0.41352897068757116,0.2732312961117544,0.41173269183271005,-0.4925626774505143,0.6256229059681352,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-0.49286161829806213,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.41173269183271005,-0.7174053182980277,0.045424488556864866,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
-0.6594719056889942,0.088839344486347,0.2528305816660443,0.2732312961117544,0.41173269183271005,-0.583522450143478,3.375653942177413,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0.09772843680942066,0.21504218496583322,1.4189597982848712,0.2732312961117544,0.41173269183271005,0.18986805328170417,1.0261875033579333,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
-0.23188798229633673,-0.5544873301529852,-1.1393849116441879,-1.5908133240284363,0.41173269183271005,-0.4705587801380767,-1.38005721500706,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.4976125507802028,0.3111478710762279,-0.11604702767256427,0.2732312961117544,0.41173269183271005,-0.32970284593381094,0.4918110081531886,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
-0.3391935262895132,0.12953890550818672,-0.5563203033347744,0.2732312961117544,0.41173269183271005,-0.262141583763228,-0.6396343491136048,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
-0.4756599662075529,0.16989645341219586,-0.49682391473177306,0.2732312961117544,0.41173269183271005,-0.37293585544205093,-0.15344704852466376,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.5181040488498647,-0.5544873301529852,0.7644995236518561,0.2732312961117544,0.41173269183271005,0.2388344726530441,0.09167385287307978,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0.047761733117941525,0.8706813318470665,0.34802480343084646,0.2732312961117544,0.41173269183271005,0.4396587748848686,-0.7402382867815476,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
-0.4006279980413318,0.43735071155571414,-0.17554341627556563,0.2732312961117544,0.41173269183271005,-0.18078914651653985,-0.17285941588912948,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
0.13868475131063304,1.3792548380611478,0.50271541379865,-2.5228356340985316,0.41173269183271005,0.7560810165186539,-0.9800651643080075,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
-0.3490230417698042,0.06797654429868126,-0.7705073023055794,0.2732312961117544,0.41173269183271005,-0.299331269361714,-0.9664054825385902,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1
-0.20813331988563355,-0.5544873301529852,-0.2826369157609681,0.2732312961117544,0.41173269183271005,-0.4480900117556581,0.7063923927824755,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-0.2921756772421214,-0.5544873301529852,-1.4368668546591947,-3.4548579441686273,0.41173269183271005,-0.5275829647224219,-2.0720062451402286,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
0.22583978856921302,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.41173269183271005,-0.03760885696236866,0.045424488556864866,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-0.4782811703356305,0.2328268670930237,-0.10414774995196399,0.2732312961117544,0.41173269183271005,-0.3469030755231107,0.5966257688690985,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
-0.5613405761440893,-0.213500251675891,-1.1393849116441879,0.2732312961117544,0.41173269183271005,-0.6276852017916802,-0.8548156036311378,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-0.19912293069536682,-0.5544873301529852,-0.36593185980517007,-2.5228356340985316,0.41173269183271005,-0.4395673754726717,0.4533897358342523,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
-0.5970544823891465,0.6565811200851197,-0.17554341627556563,0.2732312961117544,0.41173269183271005,-0.2672551655330198,0.11642666450608553,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
-0.18274040489488186,0.5615014733282169,-0.1517448608343651,-2.5228356340985316,0.41173269183271005,0.08155309397611364,-0.7563734089177402,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1
-0.09181738670219032,0.7472145963102249,0.06244213813643986,0.2732312961117544,0.41173269183271005,0.2516959055891872,-0.7754054660532776,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1.35099166054652,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.41173269183271005,1.0266359792476396,0.045424488556864866,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
-0.1231080109811166,0.6709456710340044,-0.21124124943736647,0.2732312961117544,0.41173269183271005,0.1875436979317988,0.045424488556864866,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
-0.26006592667317086,-0.2966094393087234,0.16953563762184234,0.2732312961117544,0.41173269183271005,-0.38037379256174814,1.3812496426970275,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
-0.38522842378887595,-0.20221381878748168,-0.5444210256141742,0.2732312961117544,0.41173269183271005,-0.4559928199453364,0.08949520070539535,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0.9851698594216909,-0.16938055947574543,0.9429886894608602,0.2732312961117544,0.41173269183271005,0.8550985544246229,-0.7164735611031596,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1
0.31610750572988516,-0.5544873301529852,-0.3064354712021687,0.2732312961117544,0.41173269183271005,0.04777246289082217,-0.9098607706816394,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
-0.26268713080124845,0.6767598940371243,0.8358951899754578,0.2732312961117544,-2.428760260810931,0.058154583453732846,0.6659286667436168,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
-0.5459410018916334,-0.2966094393087234,-0.6158166919377758,2.1372759162519452,0.41173269183271005,-0.6507737982674069,1.1678723328070295,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
-0.014328039665896469,-0.5544873301529852,-0.11604702767256427,0.2732312961117544,0.41173269183271005,-0.2647758531597874,0.22285259451329564,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
-0.40537893052347246,0.24342927374577186,-0.08034919451076344,0.2732312961117544,0.41173269183271005,-0.2731435324194468,0.3251626322683986,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
-0.3000392896263542,0.8525546366020454,0.07434141585704014,0.2732312961117544,-2.428760260810931,0.10247229212526202,-0.490647072805774,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0.33543888617445744,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.41173269183271005,0.06605739164341112,0.045424488556864866,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
-0.05790555829518646,-0.5544873301529852,-0.3302340266433692,0.2732312961117544,0.41173269183271005,-0.3059944213647761,-0.049527568103465446,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1.5038406262650446,-0.5544873301529852,0.4670175806368492,-2.5228356340985316,0.41173269183271005,1.1712108820117542,-1.3618243024228034,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
-0.36638851911831827,0.22632861785424258,0.09813997129824069,0.2732312961117544,0.41173269183271005,-0.24401161203396607,0.5513755519696321,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
-0.5225139899969399,-0.07635299142582604,-0.7229101914231782,0.2732312961117544,0.41173269183271005,-0.5288226209090382,-0.02909025792938684,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0.02695592535132563,0.17810476824012994,0.34802480343084646,0.2732312961117544,0.41173269183271005,0.10619126068511063,-0.13167153868497386,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.8198701740947977,-0.5544873301529852,1.3475641319612697,0.2732312961117544,0.41173269183271005,0.5242653096214243,0.13703484979531158,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0.04317462589380574,0.3576616551011876,0.40752119203384785,0.2732312961117544,0.41173269183271005,0.20288444324117427,-0.26677036359033957,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
-0.2027270863714735,-0.5544873301529852,-1.2107805779677896,0.2732312961117544,0.41173269183271005,-0.4429764299858663,-1.6228396646140115,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-0.5351285348633134,2.5167904679656767,-0.10414774995196399,0.2732312961117544,-2.428760260810931,0.6341298391602851,-1.4063692084107167,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
-0.40079182329933666,-0.5544873301529852,-0.7705073023055794,0.2732312961117544,0.41173269183271005,-0.6303194711882396,0.44518442965049376,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
-0.18077450179882365,0.13432708915781494,0.5741110801222516,0.2732312961117544,0.41173269183271005,-0.1101287438794164,0.8546800895982474,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
-0.2803802586657722,-0.5544873301529852,-0.6277159696583761,0.2732312961117544,0.41173269183271005,-0.5164260590428762,0.17449742834988893,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3.014309505069758,-0.5544873301529852,2.6683839589479,0.2732312961117544,0.41173269183271005,2.5999146370869255,-1.0106293765784156,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.25203848903093323,0.006414183089175776,-0.21124124943736647,0.2732312961117544,0.41173269183271005,-0.23548897575097968,0.045424488556864866,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0.8370718261853068,0.7622631734947707,0.16953563762184234,-2.5228356340985316,-2.428760260810931,1.1371203368798086,-1.5518151452043982,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
0.11083445744980862,0.32414436955379017,0.43131974747504837,0.2732312961117544,0.41173269183271005,0.2516959055891872,-0.3350097596135992,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2.4184770417061197,-0.5544873301529852,6.000181720715977,2.1372759162519452,0.41173269183271005,2.0363359432465353,1.0398578644686498,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
-0.5552790415979099,0.10525597414221513,-0.8538022463497813,0.2732312961117544,0.41173269183271005,-0.4775318461877929,-0.6145963427762399,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-0.4399460599624957,-0.5544873301529852,-0.9013993572321825,0.2732312961117544,0.41173269183271005,-0.6673541997633986,0.24387397927196833,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-0.31855154378090217,-0.5544873301529852,-1.4368668546591947,-3.4548579441686273,0.41173269183271005,-0.552531045478073,-2.0325101617035455,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
-0.08329847328593815,-0.5544873301529852,-0.5206224701729736,0.2732312961117544,0.41173269183271005,-0.330012759980465,-0.36023576034096233,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
-0.22992207920027855,2.096114333034056,1.716441741299878,0.2732312961117544,0.41173269183271005,0.732217634926292,0.11198734849295834,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
-0.13441195378345122,-0.5544873301529852,-0.7348094691437785,0.2732312961117544,0.41173269183271005,-0.37835935125849685,-0.6685155915158255,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.34197855567559565,0.6425585822540657,-0.6872123582613775,0.2732312961117544,0.41173269183271005,-0.0323403181692498,-1.334203789160689,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1
